"id","type_t","cluster_name_t","cluster_code_t","key_t","year_t","region_type_t","region_code_t","region_name_t","region_short_name_t","region_area_type_t","region_key_t","traded_b","subcluster_b","empflag_t","emp_tl","emp_reported_tl","qp1_tl","est_tl","ap_tl","private_wage_tf","rec_count_tl","supression_b","lq_tf","region_emp_per_tf","cluster_emp_per_tf","emp_tl_rank_i","emp_tl_per_rank_i","private_wage_tf_rank_i","private_wage_tf_per_rank_i","lq_tf_rank_i","lq_tf_per_rank_i","est_tl_rank_i","est_tl_per_rank_i","timestamp","qualifying_b","significant_b","strong_b","strong10_b","cluster_type"
"cluster/economic/57094/15/2016","cluster","Environmental Services",15,"environmental_services",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",515,0,0,11,0,0,10,FALSE,1.4537315,0.0028344516,0.005838208,57,31,NA,NA,44,25,105,58,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57094/14/2016","cluster","Electric Power Generation and Transmission",14,"electric_power_generation_and_transmission",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",745,0,0,10,0,0,5,FALSE,1.2457259,0.004100323,0.005002854,69,38,NA,NA,86,48,92,51,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57094/13/2016","cluster","Education and Knowledge Creation",13,"education_and_knowledge_creation",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",12240,2245,22273,212,90590,40351.895,79,FALSE,0.96523565,0.067366384,0.003876401,50,28,97,54,44,24,59,33,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57094/12/2016","cluster","Downstream Metal Products",12,"downstream_metal_products",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",1698,588,3286,53,14673,24954.082,40,FALSE,1.0010421,0.009345435,0.0040202006,74,41,131,73,117,65,69,38,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57094/11/2016","cluster","Downstream Chemical Products",11,"downstream_chemical_products",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",365,0,0,10,0,0,10,FALSE,0.36737987,0.002008883,0.0014754032,103,57,NA,NA,131,75,95,53,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57094/10/2016","cluster","Distribution and Electronic Commerce",10,"distribution_and_electronic_commerce",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",21301,7056,84314,1024,347986,49317.742,448,FALSE,0.9154631,0.11723622,0.0036765137,58,32,133,74,101,56,69,38,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57094/9/2016","cluster","Construction Products and Services",9,"construction_products_and_services",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",5727,197,1669,141,7936,40284.266,100,FALSE,1.723597,0.031520203,0.0069219917,45,25,145,80,47,26,59,33,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57094/8/2016","cluster","Communications Equipment and Services",8,"communications_equipment_and_services",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",1286,276,3812,108,14751,53445.652,44,FALSE,0.7358844,0.007077873,0.002955323,74,41,89,49,90,50,54,30,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57094/7/2016","cluster","Coal Mining",7,"coal_mining",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",4766,2511,35170,152,138798,55275.984,46,FALSE,19.987343,0.02623106,0.08026947,6,3,14,8,9,11,1,0,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57094/6/2016","cluster","Business Services",6,"business_services",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",36332,10392,160914,1177,685718,65985.18,331,FALSE,0.7441956,0.19996367,0.0029887008,50,28,108,60,56,31,71,39,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57094/5/2016","cluster","Biopharmaceuticals",5,"biopharmaceuticals",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",640,0,0,8,0,0,6,FALSE,0.6444908,0.0035224252,0.0025882847,60,33,NA,NA,64,42,54,30,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57094/4/2016","cluster","Automotive",4,"automotive",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",20927,412,5355,63,23835,57851.94,48,FALSE,5.3942814,0.1151778,0.021663517,16,9,5,3,8,4,39,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/economic/57094/3/2016","cluster","Apparel",3,"apparel",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",375,0,0,18,0,0,16,FALSE,0.79147077,0.002063921,0.0031785588,61,34,NA,NA,66,37,69,38,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57094/2/2016","cluster","Agricultural Inputs and Services",2,"agricultural_inputs_and_services",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",1034,704,5808,98,25225,35830.965,24,FALSE,2.5647147,0.0056909183,0.010299933,35,19,62,34,54,30,24,13,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57094/1/2016","cluster","Aerospace Vehicles and Defense",1,"aerospace_vehicles_and_defense",2016,"economic","57094","Lexington-Fayette-Frankfort-Richmond, KY ","Lexington, KY  Economic Area","Economic Area","lexington_fayette_frankfort_richmond_ky",TRUE,FALSE,"",305,0,0,5,0,0,4,FALSE,0.14531045,0.0016786557,0.000583569,95,53,NA,NA,118,75,77,43,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/116/2016","cluster","Local Industrial Products and Services",116,"local_industrial_products_and_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",2769,1909,20807,281,88996,46619.17,51,FALSE,0.6691013,0.0042601703,0.0053370805,58,32,67,37,157,87,45,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/115/2016","cluster","Local Real Estate, Construction, and Development",115,"local_real_estate_construction_and_development",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",87374,80224,960328,10393,4473380,55761.117,507,FALSE,1.2054638,0.13442692,0.00961537,30,16,31,17,22,12,28,15,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/114/2016","cluster","Local Community and Civic Organizations",114,"local_community_and_civic_organizations",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",35001,32691,239299,2820,1007338,30813.924,163,FALSE,0.95380795,0.053849846,0.00760804,35,19,8,4,115,64,33,18,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/113/2016","cluster","Local Education and Training",113,"local_education_and_training",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",13076,12166,90125,410,363650,29890.68,40,FALSE,1.0792843,0.020117728,0.008608901,32,18,47,26,37,20,30,16,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/112/2016","cluster","Local Commercial Services",112,"local_commercial_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",59638,56998,610068,4872,2646458,46430.72,266,FALSE,0.8257485,0.09175444,0.006586575,34,19,26,14,41,23,30,16,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/111/2016","cluster","Local Hospitality Establishments",111,"local_hospitality_establishments",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",107909,106579,429648,6064,1851314,17370.346,127,FALSE,1.0434555,0.16602048,0.0083231125,33,18,33,18,46,25,27,15,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/110/2016","cluster","Local Entertainment and Media",110,"local_entertainment_and_media",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",13287,11217,81200,777,320097,28536.775,89,FALSE,1.1828343,0.020442355,0.009434867,27,15,26,14,64,35,27,15,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/109/2016","cluster","Local Retailing of Clothing and General Merchandise",109,"local_retailing_of_clothing_and_general_merchandise",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",41006,26101,115382,1446,479247,18361.25,127,FALSE,1.04618,0.06308868,0.008344845,33,18,63,35,104,58,43,24,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/108/2016","cluster","Local Motor Vehicle Products and Services",108,"local_motor_vehicle_products_and_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",34921,33236,320289,3433,1390945,41850.555,223,FALSE,0.98944485,0.053726766,0.007892298,36,20,8,4,156,87,30,16,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/107/2016","cluster","Local Financial Services",107,"local_financial_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",21826,21211,345666,2207,1302633,61413.086,62,FALSE,0.89483684,0.033579804,0.0071376576,38,21,26,14,116,65,33,18,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/106/2016","cluster","Local Household Goods and Services",106,"local_household_goods_and_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",16259,15334,109754,1795,513446,33484.152,139,FALSE,1.2138884,0.025014848,0.00968257,28,15,55,30,47,26,33,18,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/105/2016","cluster","Local Logistical Services",105,"local_logistical_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",17952,12102,114734,1138,516951,42716.164,118,FALSE,0.9738381,0.027619567,0.0077678105,34,19,67,37,103,57,31,17,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/104/2016","cluster","Local Utilities",104,"local_utilities",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",11445,6505,145291,427,506717,77896.54,53,FALSE,1.0273267,0.017608397,0.008194461,31,17,16,9,86,48,39,21,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/103/2016","cluster","Local Health Services",103,"local_health_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",129995,109985,1766378,6283,7477773,67989.02,300,FALSE,0.9353418,0.2000003,0.0074607446,35,19,3,1,146,81,31,17,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/102/2016","cluster","Local Personal Services (Non-Medical)",102,"local_personal_services_non_medical",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",22022,20837,116272,2920,515127,24721.744,171,FALSE,0.9960737,0.033881355,0.0079451725,34,19,34,19,59,33,29,16,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/101/2016","cluster","Local Food and Beverage Processing and Distribution",101,"local_food_and_beverage_processing_and_distribution",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",FALSE,FALSE,"",35494,30569,215848,1876,900937,29472.242,195,FALSE,1.0219488,0.054608338,0.008151565,32,18,17,9,87,48,28,15,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57140/51/2016","cluster","Wood Products",51,"wood_products",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",2262,802,8139,99,34714,43284.29,44,FALSE,1.0970027,0.0088925585,0.0061678067,65,36,18,10,104,58,48,26,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/50/2016","cluster","Water Transportation",50,"water_transportation",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",265,0,0,13,0,0,10,FALSE,0.1577639,0.0010417895,0.00088701444,80,44,NA,NA,96,61,66,36,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/49/2016","cluster","Vulcanized and Fired Materials",49,"vulcanized_and_fired_materials",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",760,0,0,27,0,0,18,FALSE,0.54566926,0.0029877736,0.00306798,83,46,NA,NA,116,66,46,25,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/48/2016","cluster","Video Production and Distribution",48,"video_production_and_distribution",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",373,253,2934,49,12204,48237.152,13,FALSE,0.24198918,0.0014663679,0.001360564,35,19,62,34,41,24,39,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/47/2016","cluster","Upstream Metal Manufacturing",47,"upstream_metal_manufacturing",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",232,32,100,25,429,13406.25,16,FALSE,0.10757245,0.00091205724,0.0006048172,120,66,62,34,159,92,53,29,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/46/2016","cluster","Upstream Chemical Products",46,"upstream_chemical_products",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",324,224,3857,11,17818,79544.64,6,FALSE,0.3327355,0.0012737351,0.0018707778,102,56,29,16,141,83,85,47,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/45/2016","cluster","Transportation and Logistics",45,"transportation_and_logistics",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",5343,4138,50522,501,213637,51628.082,79,FALSE,0.54532033,0.021004835,0.0030660185,73,40,41,23,165,92,45,25,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/44/2016","cluster","Trailers, Motor Homes, and Appliances",44,"trailers_motor_homes_and_appliances",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",425,285,2963,16,12800,44912.28,11,FALSE,0.5403628,0.0016707946,0.003038145,61,34,8,4,78,49,24,13,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/43/2016","cluster","Tobacco",43,"tobacco",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",0,0,0,0,0,0,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/42/2016","cluster","Textile Manufacturing",42,"textile_manufacturing",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",150,0,0,15,0,0,10,FALSE,0.14278407,0.0005896922,0.00080279156,102,56,NA,NA,140,82,57,31,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/41/2016","cluster","Recreational and Small Electric Goods",41,"recreational_and_small_electric_goods",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1230,95,961,58,4235,44578.95,27,FALSE,1.4444746,0.0048354757,0.008121438,37,20,34,19,55,31,31,17,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/40/2016","cluster","Production Technology and Heavy Machinery",40,"production_technology_and_heavy_machinery",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",3234,619,6427,109,31450,50807.754,67,FALSE,0.6040512,0.012713764,0.0033962275,86,48,73,40,137,76,45,25,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/39/2016","cluster","Printing Services",39,"printing_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",2897,1907,19474,188,83200,43628.734,24,FALSE,1.095899,0.011388922,0.0061616013,48,26,56,31,56,31,37,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/38/2016","cluster","Plastics",38,"plastics",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",2182,1337,14134,68,59239,44307.406,29,FALSE,0.5539101,0.008578056,0.0031143134,81,45,67,37,124,70,45,25,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/37/2016","cluster","Performing Arts",37,"performing_arts",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1752,1272,6461,185,31425,24705.19,46,FALSE,0.84702116,0.0068876045,0.004762306,48,26,93,51,75,42,36,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/36/2016","cluster","Paper and Packaging",36,"paper_and_packaging",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1315,490,6697,16,29245,59683.67,9,FALSE,0.67119086,0.0051696347,0.0037737149,82,45,20,11,104,63,65,36,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/35/2016","cluster","Oil and Gas Production and Transportation",35,"oil_and_gas_production_and_transportation",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",270,60,573,40,3159,52650,24,FALSE,0.08413983,0.0010614459,0.00047306923,102,56,90,50,143,80,73,40,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/34/2016","cluster","Nonmetal Mining",34,"nonmetal_mining",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",441,51,776,34,3582,70235.3,20,FALSE,0.94279724,0.001733695,0.0053007994,78,43,25,14,133,74,54,30,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/33/2016","cluster","Music and Sound Recording",33,"music_and_sound_recording",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",61,1,14,9,183,183000,7,FALSE,0.47294798,0.00023980816,0.0026591108,50,28,1,0,86,60,44,24,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/32/2016","cluster","Metalworking Technology",32,"metalworking_technology",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1780,415,4989,78,17230,41518.074,40,FALSE,0.66185516,0.0069976808,0.0037212258,58,32,79,44,99,55,53,29,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/31/2016","cluster","Metal Mining",31,"metal_mining",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",33,3,25,6,115,38333.332,4,FALSE,0.14236003,0.00012973227,0.0008004075,40,22,9,5,48,57,17,9,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/30/2016","cluster","Medical Devices",30,"medical_devices",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",2218,228,3609,44,15858,69552.63,20,FALSE,1.5544533,0.008719582,0.008739784,34,19,18,10,36,20,29,16,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57140/29/2016","cluster","Marketing, Design, and Publishing",29,"marketing_design_and_publishing",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",6089,4679,63105,948,286174,61161.36,119,FALSE,0.7986377,0.023937572,0.004490274,40,22,26,14,48,27,31,17,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/28/2016","cluster","Livestock Processing",28,"livestock_processing",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",405,0,0,13,0,0,9,FALSE,0.14322713,0.0015921689,0.0008052827,121,67,NA,NA,153,85,107,59,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/27/2016","cluster","Lighting and Electrical Equipment",27,"lighting_and_electrical_equipment",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1770,990,18233,35,77974,78761.62,23,FALSE,1.0890447,0.006958368,0.006123063,51,28,4,2,80,46,37,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/26/2016","cluster","Leather and Related Products",26,"leather_and_related_products",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",192,62,535,18,2444,39419.355,10,FALSE,1.0951866,0.000754806,0.006157596,67,37,24,13,91,53,32,18,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/25/2016","cluster","Jewelry and Precious Metals",25,"jewelry_and_precious_metals",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",290,25,178,16,696,27840,6,FALSE,2.1072533,0.0011400715,0.011847857,14,8,34,19,22,15,25,14,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
