"id","type_t","cluster_name_t","cluster_code_t","key_t","year_t","region_type_t","region_code_t","region_name_t","region_short_name_t","region_area_type_t","region_key_t","traded_b","subcluster_b","empflag_t","emp_tl","emp_reported_tl","qp1_tl","est_tl","ap_tl","private_wage_tf","rec_count_tl","supression_b","lq_tf","region_emp_per_tf","cluster_emp_per_tf","emp_tl_rank_i","emp_tl_per_rank_i","private_wage_tf_rank_i","private_wage_tf_per_rank_i","lq_tf_rank_i","lq_tf_per_rank_i","est_tl_rank_i","est_tl_per_rank_i","timestamp","qualifying_b","significant_b","strong_b","strong10_b","cluster_type"
"cluster/economic/57140/24/2016","cluster","Insurance Services",24,"insurance_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",17816,15106,331224,681,1111143,73556.4,44,FALSE,1.9200343,0.070039704,0.010795234,29,16,59,33,10,5,18,10,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/economic/57140/23/2016","cluster","Information Technology and Analytical Instruments",23,"information_technology_and_analytical_instruments",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",6082,2192,47499,156,190237,86786.95,65,FALSE,0.945864,0.023910053,0.005318042,34,19,57,31,38,21,27,15,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/22/2016","cluster","Hospitality and Tourism",22,"hospitality_and_tourism",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",40355,20745,127170,961,509536,24561.871,177,FALSE,2.2260206,0.15864685,0.012515616,21,11,62,34,22,12,38,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57140/21/2016","cluster","Furniture",21,"furniture",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1620,675,6602,103,29030,43007.406,30,FALSE,0.84145385,0.0063686757,0.0047310046,57,31,21,11,90,50,35,19,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/20/2016","cluster","Forestry",20,"forestry",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",545,195,1570,52,12690,65076.92,21,FALSE,1.4380103,0.0021425483,0.008085093,41,23,7,4,60,37,57,31,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/19/2016","cluster","Footwear",19,"footwear",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",30,0,0,3,0,0,3,FALSE,0.3573867,0.000117938434,0.002009377,58,32,NA,NA,74,69,45,25,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/18/2016","cluster","Food Processing and Manufacturing",18,"food_processing_and_manufacturing",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",13010,2855,28666,287,136376,47767.426,111,FALSE,2.2256103,0.051145967,0.012513309,23,13,61,34,37,20,20,11,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57140/17/2016","cluster","Fishing and Fishing Products",17,"fishing_and_fishing_products",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",90,0,0,5,0,0,4,FALSE,0.44446343,0.0003538153,0.0024989587,44,24,NA,NA,62,59,43,24,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/16/2016","cluster","Financial Services",16,"financial_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",12637,10342,244401,1485,999657,96659.93,134,FALSE,1.1462631,0.0496796,0.006444769,39,21,49,27,28,15,33,18,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57140/15/2016","cluster","Environmental Services",15,"environmental_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",368,178,1808,31,6000,33707.863,17,FALSE,0.74198836,0.0014467115,0.004171768,72,40,83,46,132,74,47,26,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/14/2016","cluster","Electric Power Generation and Transmission",14,"electric_power_generation_and_transmission",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1293,53,1522,24,7507,141641.52,16,FALSE,1.544319,0.0050831465,0.008682806,46,25,5,3,69,39,39,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/13/2016","cluster","Education and Knowledge Creation",13,"education_and_knowledge_creation",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",9440,8360,109637,608,464975,55619.02,85,FALSE,0.5317362,0.037111294,0.0029896426,64,35,52,29,105,58,25,14,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/12/2016","cluster","Downstream Metal Products",12,"downstream_metal_products",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1339,684,7511,83,33732,49315.79,38,FALSE,0.5638552,0.0052639856,0.0031702288,88,49,71,39,161,90,43,24,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/11/2016","cluster","Downstream Chemical Products",11,"downstream_chemical_products",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",833,78,972,34,4193,53756.41,22,FALSE,0.59888,0.0032747572,0.003367153,69,38,44,24,104,59,42,23,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/10/2016","cluster","Distribution and Electronic Commerce",10,"distribution_and_electronic_commerce",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",48788,25043,338103,2398,1400420,55920.617,363,FALSE,1.4977046,0.19179934,0.00842072,34,19,74,41,10,5,33,18,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/economic/57140/9/2016","cluster","Construction Products and Services",9,"construction_products_and_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",3455,2035,35988,209,164526,80848.16,62,FALSE,0.7427265,0.013582577,0.004175918,70,39,12,6,138,77,36,20,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/8/2016","cluster","Communications Equipment and Services",8,"communications_equipment_and_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",3822,3292,63846,203,220535,66991.19,33,FALSE,1.5621821,0.015025357,0.008783239,26,14,26,14,28,15,26,14,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57140/7/2016","cluster","Coal Mining",7,"coal_mining",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",0,0,0,0,0,0,0,FALSE,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/6/2016","cluster","Business Services",6,"business_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",50441,47331,902354,3996,3888013,82145.17,248,FALSE,0.73799556,0.19829775,0.0041493187,40,22,41,23,57,32,29,16,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/5/2016","cluster","Biopharmaceuticals",5,"biopharmaceuticals",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",715,0,0,14,0,0,10,FALSE,0.51429826,0.002810866,0.0028915994,55,30,NA,NA,76,50,37,20,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/4/2016","cluster","Automotive",4,"automotive",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1194,319,2831,42,12883,40385.58,28,FALSE,0.21983825,0.0046939496,0.0012360223,95,53,56,31,130,73,55,30,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/3/2016","cluster","Apparel",3,"apparel",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",189,39,280,34,1234,31641.025,17,FALSE,0.2849297,0.0007430121,0.0016019936,93,51,28,15,154,86,38,21,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57140/2/2016","cluster","Agricultural Inputs and Services",2,"agricultural_inputs_and_services",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",1535,840,7930,140,39253,46729.76,49,FALSE,2.7195635,0.0060345167,0.01529052,22,12,26,14,50,28,17,9,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57140/1/2016","cluster","Aerospace Vehicles and Defense",1,"aerospace_vehicles_and_defense",2016,"economic","57140","Sacramento-Arden-Arcade-Truckee, CA-NV ","Sacramento, CA Economic Area","Economic Area","sacramento_arden_arcade_truckee_ca_nv",TRUE,FALSE,"",2480,0,0,13,0,0,11,FALSE,0.8439583,0.009749577,0.0047450857,40,22,NA,NA,50,32,46,25,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57066/116/2016","cluster","Local Industrial Products and Services",116,"local_industrial_products_and_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",3545,2500,25377,355,112157,44862.8,78,FALSE,1.1079143,0.0070540947,0.0068327733,41,23,86,48,80,44,34,19,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/115/2016","cluster","Local Real Estate, Construction, and Development",115,"local_real_estate_construction_and_development",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",52537,40852,421749,6014,1878360,45979.633,726,FALSE,0.9374718,0.10454188,0.0057816133,44,24,104,58,123,68,45,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/114/2016","cluster","Local Community and Civic Organizations",114,"local_community_and_civic_organizations",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",26277,23007,115981,2823,479582,20845.047,238,FALSE,0.9261414,0.052287854,0.0057117357,45,25,105,58,128,71,32,18,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/113/2016","cluster","Local Education and Training",113,"local_education_and_training",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",6748,5148,33988,203,142237,27629.564,53,FALSE,0.72037244,0.013427653,0.004442709,51,28,70,39,133,74,57,31,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/112/2016","cluster","Local Commercial Services",112,"local_commercial_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",53403,47113,317533,2803,1390389,29511.791,345,FALSE,0.956338,0.10626511,0.0058979657,37,20,170,94,15,8,46,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/111/2016","cluster","Local Hospitality Establishments",111,"local_hospitality_establishments",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",75766,73601,248530,3915,1071784,14562.085,180,FALSE,0.9475707,0.15076461,0.0058438955,44,24,108,60,94,52,45,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/110/2016","cluster","Local Entertainment and Media",110,"local_entertainment_and_media",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",7490,5280,29621,525,125084,23690.152,130,FALSE,0.8623823,0.014904138,0.0053185183,48,26,105,58,173,96,45,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/109/2016","cluster","Local Retailing of Clothing and General Merchandise",109,"local_retailing_of_clothing_and_general_merchandise",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",32390,17285,63022,1475,269649,15600.174,180,FALSE,1.0687865,0.06445194,0.006591463,44,24,149,83,94,52,41,23,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/108/2016","cluster","Local Motor Vehicle Products and Services",108,"local_motor_vehicle_products_and_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",30144,27334,215684,3254,931693,34085.496,347,FALSE,1.1046554,0.059982687,0.0068126745,41,23,101,56,118,66,35,19,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/107/2016","cluster","Local Financial Services",107,"local_financial_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",20022,18977,355757,1859,1204623,63478.05,93,FALSE,1.0616912,0.03984121,0.0065477034,42,23,21,11,56,31,40,22,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/106/2016","cluster","Local Household Goods and Services",106,"local_household_goods_and_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",10488,8883,65397,1500,285062,32090.734,195,FALSE,1.0127416,0.020869773,0.0062458203,45,25,77,43,121,67,38,21,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/105/2016","cluster","Local Logistical Services",105,"local_logistical_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",15797,11592,124377,768,531582,45857.66,159,FALSE,1.1083312,0.031434,0.0068353442,39,21,27,15,50,28,47,26,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/104/2016","cluster","Local Utilities",104,"local_utilities",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",7130,4375,65982,355,262642,60032.457,87,FALSE,0.82775795,0.014187784,0.0051049814,53,29,90,50,144,80,48,26,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/103/2016","cluster","Local Health Services",103,"local_health_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",120942,63922,645969,3762,2791309,43667.42,462,FALSE,1.1254905,0.24065904,0.00694117,38,21,153,85,57,32,51,28,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/102/2016","cluster","Local Personal Services (Non-Medical)",102,"local_personal_services_non_medical",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",15877,14227,67705,1737,295883,20797.287,224,FALSE,0.9288043,0.031593192,0.005728158,45,25,133,74,97,54,47,26,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/101/2016","cluster","Local Food and Beverage Processing and Distribution",101,"local_food_and_beverage_processing_and_distribution",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",FALSE,FALSE,"",23989,19364,115849,1263,458768,23691.799,229,FALSE,0.8933206,0.047735028,0.0055093225,48,26,77,43,138,77,47,26,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/economic/57066/51/2016","cluster","Wood Products",51,"wood_products",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",8105,2935,24183,216,104195,35500.85,94,FALSE,3.4962902,0.028341737,0.022099944,8,4,64,35,39,22,14,8,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57066/50/2016","cluster","Water Transportation",50,"water_transportation",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",50,0,0,6,0,0,5,FALSE,0.026477143,0.00017484107,0.00016736121,115,64,NA,NA,141,89,92,51,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57066/49/2016","cluster","Vulcanized and Fired Materials",49,"vulcanized_and_fired_materials",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",4881,6,7,49,141,23500,41,FALSE,3.1171954,0.017067986,0.019703697,19,10,60,33,24,13,26,14,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57066/48/2016","cluster","Video Production and Distribution",48,"video_production_and_distribution",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",180,50,460,28,1837,36740,10,FALSE,0.10387211,0.00062942784,0.00065657246,57,31,99,55,120,69,61,34,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57066/47/2016","cluster","Upstream Metal Manufacturing",47,"upstream_metal_manufacturing",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",2232,352,3455,34,14478,41130.684,25,FALSE,0.9205483,0.0078049055,0.005818758,50,28,50,28,71,41,47,26,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57066/46/2016","cluster","Upstream Chemical Products",46,"upstream_chemical_products",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",687,467,9267,19,37791,80922.914,13,FALSE,0.62755275,0.0024023163,0.0039667417,71,39,27,15,109,64,39,21,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57066/45/2016","cluster","Transportation and Logistics",45,"transportation_and_logistics",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",10606,8151,86670,488,379993,46619.188,98,FALSE,0.9628475,0.037087288,0.0060861297,40,22,91,50,101,56,46,25,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57066/44/2016","cluster","Trailers, Motor Homes, and Appliances",44,"trailers_motor_homes_and_appliances",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",412,182,3890,14,13690,75219.78,9,FALSE,0.46594328,0.0014406904,0.0029452133,62,34,1,0,82,52,29,16,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57066/43/2016","cluster","Tobacco",43,"tobacco",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",4655,0,0,11,0,0,7,FALSE,55.513165,0.016277704,0.35089704,1,0,NA,NA,1,1,2,1,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/economic/57066/42/2016","cluster","Textile Manufacturing",42,"textile_manufacturing",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",17579,9134,67772,203,292204,31990.803,81,FALSE,14.88408,0.061470624,0.09408182,3,1,33,18,2,1,6,3,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/economic/57066/41/2016","cluster","Recreational and Small Electric Goods",41,"recreational_and_small_electric_goods",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",1006,201,1675,33,6935,34502.49,22,FALSE,1.0508534,0.0035178023,0.0066424124,47,26,69,38,83,47,58,32,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57066/40/2016","cluster","Production Technology and Heavy Machinery",40,"production_technology_and_heavy_machinery",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",8725,190,1918,103,8180,43052.633,68,FALSE,1.4495677,0.030509766,0.009162674,40,22,90,50,79,44,49,27,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/economic/57066/39/2016","cluster","Printing Services",39,"printing_services",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",4171,3556,35234,206,144179,40545.277,36,FALSE,1.4034649,0.014585242,0.008871259,34,19,75,41,32,18,32,18,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57066/38/2016","cluster","Plastics",38,"plastics",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",10619,5204,49886,102,223916,43027.67,48,FALSE,2.3977697,0.037132747,0.015156229,21,11,77,43,21,12,33,18,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57066/37/2016","cluster","Performing Arts",37,"performing_arts",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",2604,394,2625,116,12740,32335.025,42,FALSE,1.1198,0.009105723,0.007078222,33,18,55,30,42,23,55,30,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57066/36/2016","cluster","Paper and Packaging",36,"paper_and_packaging",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",5501,1991,26135,62,109244,54868.91,29,FALSE,2.4974756,0.019236015,0.015786467,19,10,36,20,37,22,16,9,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/economic/57066/35/2016","cluster","Oil and Gas Production and Transportation",35,"oil_and_gas_production_and_transportation",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",330,0,0,20,0,0,13,FALSE,0.091472626,0.001153951,0.00057819573,95,53,NA,NA,138,77,105,58,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57066/34/2016","cluster","Nonmetal Mining",34,"nonmetal_mining",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",480,0,0,34,0,0,23,FALSE,0.91276777,0.0016784742,0.0057695773,73,40,NA,NA,135,75,53,29,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/economic/57066/33/2016","cluster","Music and Sound Recording",33,"music_and_sound_recording",2016,"economic","57066","Greensboro-Winston-Salem-High Point, NC ","Greensboro, NC  Economic Area","Economic Area","greensboro_winston_salem_high_point_nc",TRUE,FALSE,"",80,10,85,15,372,37200,9,FALSE,0.5517126,0.0002797457,0.0034873583,43,24,34,19,73,51,33,18,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
