"id","type_t","cluster_name_t","cluster_code_t","key_t","year_t","region_type_t","region_code_t","region_name_t","region_short_name_t","region_area_type_t","region_key_t","traded_b","subcluster_b","empflag_t","emp_tl","emp_reported_tl","qp1_tl","est_tl","ap_tl","private_wage_tf","rec_count_tl","supression_b","naics_b","lq_tf","region_emp_per_tf","cluster_emp_per_tf","emp_tl_rank_i","emp_tl_per_rank_i","private_wage_tf_rank_i","private_wage_tf_per_rank_i","lq_tf_rank_i","lq_tf_per_rank_i","est_tl_rank_i","est_tl_per_rank_i","timestamp","qualifying_b","significant_b","strong_b","strong10_b","cluster_type"
"cluster/state/20/46/2016","cluster","Upstream Chemical Products",46,"upstream_chemical_products",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",2026,1896,34393,46,135161,71287.445,7,FALSE,TRUE,1.2747872,0.0048799757,0.011698135,27,27,30,30,15,15,23,23,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/45/2016","cluster","Transportation and Logistics",45,"transportation_and_logistics",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",15084,15004,170194,1103,725775,48372.1,16,FALSE,TRUE,0.9432508,0.036332455,0.008655778,33,33,27,27,29,29,26,26,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/44/2016","cluster","Trailers, Motor Homes, and Appliances",44,"trailers_motor_homes_and_appliances",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",1476,1476,14357,20,65870,44627.37,2,FALSE,TRUE,1.1498123,0.0035552045,0.010551298,24,24,8,8,16,16,25,25,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/43/2016","cluster","Tobacco",43,"tobacco",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",0,0,0,0,0,0,0,FALSE,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/42/2016","cluster","Textile Manufacturing",42,"textile_manufacturing",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",313,58,384,15,1591,27431.035,5,FALSE,TRUE,0.18254794,0.0007539153,0.0016751584,40,40,40,40,41,41,39,39,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/41/2016","cluster","Recreational and Small Electric Goods",41,"recreational_and_small_electric_goods",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",846,726,6040,66,23842,32840.22,7,FALSE,TRUE,0.6087224,0.0020377391,0.0055859652,35,35,44,44,35,35,31,31,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/40/2016","cluster","Production Technology and Heavy Machinery",40,"production_technology_and_heavy_machinery",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",19297,16012,198178,275,861413,53797.965,33,FALSE,TRUE,2.2083485,0.046480205,0.020264998,19,19,33,33,6,6,21,21,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/39/2016","cluster","Printing Services",39,"printing_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",7697,7322,78201,290,319535,43640.4,6,FALSE,TRUE,1.7839704,0.018539572,0.016370675,20,20,27,27,5,5,29,29,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/20/38/2016","cluster","Plastics",38,"plastics",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",9308,8558,104324,120,409824,47887.824,13,FALSE,TRUE,1.4477214,0.022419948,0.0132850725,24,24,27,27,10,10,29,29,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/37/2016","cluster","Performing Arts",37,"performing_arts",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",1776,1706,8475,206,38065,22312.426,8,FALSE,TRUE,0.52607447,0.0042778067,0.004827543,34,34,37,37,40,40,33,33,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/36/2016","cluster","Paper and Packaging",36,"paper_and_packaging",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",1655,1185,16895,23,63313,53428.69,8,FALSE,TRUE,0.51756203,0.0039863572,0.004749428,35,35,34,34,35,35,35,35,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/35/2016","cluster","Oil and Gas Production and Transportation",35,"oil_and_gas_production_and_transportation",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",9693,9683,178857,1059,672736,69475.99,11,FALSE,TRUE,1.8507178,0.023347288,0.016983185,11,11,42,42,11,11,5,5,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/34/2016","cluster","Nonmetal Mining",34,"nonmetal_mining",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",1232,1202,13466,85,63381,52729.617,8,FALSE,TRUE,1.6137437,0.0029674878,0.014808582,31,31,39,39,17,17,26,26,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/33/2016","cluster","Music and Sound Recording",33,"music_and_sound_recording",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",25,15,123,9,645,43000,2,FALSE,TRUE,0.118759304,6.0216877e-05,0.0010897995,45,45,21,21,49,49,35,35,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/32/2016","cluster","Metalworking Technology",32,"metalworking_technology",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",3941,3911,42964,137,186726,47743.8,14,FALSE,TRUE,0.89782876,0.009492588,0.008238961,29,29,28,28,16,16,30,30,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/31/2016","cluster","Metal Mining",31,"metal_mining",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",10,0,0,1,0,0,1,FALSE,TRUE,0.026431285,2.408675e-05,0.00024254771,37,37,NA,NA,33,33,42,42,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/30/2016","cluster","Medical Devices",30,"medical_devices",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",794,549,5762,30,24380,44408.016,5,FALSE,TRUE,0.3409422,0.001912488,0.0031286695,40,40,34,34,40,40,35,35,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/29/2016","cluster","Marketing, Design, and Publishing",29,"marketing_design_and_publishing",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",8003,7943,96205,994,381300,48004.53,21,FALSE,TRUE,0.6431329,0.019276626,0.005901735,30,30,36,36,28,28,28,28,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/28/2016","cluster","Livestock Processing",28,"livestock_processing",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",15942,15942,134814,98,607217,38089.137,5,FALSE,TRUE,3.4542773,0.038399097,0.031698313,14,14,17,17,8,8,16,16,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/27/2016","cluster","Lighting and Electrical Equipment",27,"lighting_and_electrical_equipment",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",2788,433,5320,38,23277,53757.504,11,FALSE,TRUE,1.051016,0.006715386,0.009644689,28,28,26,26,19,19,32,32,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/26/2016","cluster","Leather and Related Products",26,"leather_and_related_products",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",365,365,2464,15,10909,29887.672,2,FALSE,TRUE,1.2756275,0.0008791664,0.0117058465,31,31,44,44,16,16,38,38,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/25/2016","cluster","Jewelry and Precious Metals",25,"jewelry_and_precious_metals",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",20,20,133,9,608,30400,1,FALSE,TRUE,0.08904158,4.81735e-05,0.0008170936,43,43,30,30,47,47,36,36,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/24/2016","cluster","Insurance Services",24,"insurance_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",13466,13466,308705,480,1023442,76001.93,8,FALSE,TRUE,0.88916326,0.03243522,0.008159442,31,31,29,29,28,28,29,29,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/23/2016","cluster","Information Technology and Analytical Instruments",23,"information_technology_and_analytical_instruments",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",3767,3107,59261,108,259910,83653.04,17,FALSE,TRUE,0.35894015,0.009073479,0.0032938283,35,35,31,31,40,40,32,32,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/22/2016","cluster","Hospitality and Tourism",22,"hospitality_and_tourism",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",17405,16505,80535,1249,349626,21183.035,28,FALSE,TRUE,0.58823377,0.04192299,0.0053979503,37,37,46,46,45,45,38,38,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/21/2016","cluster","Furniture",21,"furniture",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",3251,3056,24189,100,102238,33454.844,10,FALSE,TRUE,1.0346093,0.007830603,0.009494133,26,26,45,45,17,17,34,34,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/20/2016","cluster","Forestry",20,"forestry",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",16,6,18,7,153,25500,3,FALSE,TRUE,0.02586602,3.85388e-05,0.00023736055,49,49,44,44,50,50,44,44,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/19/2016","cluster","Footwear",19,"footwear",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",70,0,0,3,0,0,2,FALSE,TRUE,0.5109275,0.00016860725,0.0046885465,25,25,NA,NA,24,24,33,33,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/18/2016","cluster","Food Processing and Manufacturing",18,"food_processing_and_manufacturing",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",17132,10127,114271,600,508177,50180.41,36,FALSE,TRUE,1.7956595,0.04126542,0.01647794,23,23,18,18,9,9,15,15,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/17/2016","cluster","Fishing and Fishing Products",17,"fishing_and_fishing_products",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",10,0,0,1,0,0,1,FALSE,TRUE,0.030257821,2.408675e-05,0.0002776621,43,43,NA,NA,39,39,41,41,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/16/2016","cluster","Financial Services",16,"financial_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",13886,12841,351906,1942,1221775,95146.41,23,FALSE,TRUE,0.7717233,0.033446863,0.0070817494,32,32,25,25,26,26,32,32,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/15/2016","cluster","Environmental Services",15,"environmental_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",460,215,2220,48,9247,43009.3,7,FALSE,TRUE,0.56826544,0.0011079905,0.00521471,37,37,36,36,48,48,33,33,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/14/2016","cluster","Electric Power Generation and Transmission",14,"electric_power_generation_and_transmission",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",2443,673,16385,43,67144,99768.2,6,FALSE,TRUE,1.7877471,0.005884393,0.016405331,24,24,26,26,13,13,27,27,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/13/2016","cluster","Education and Knowledge Creation",13,"education_and_knowledge_creation",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",15438,14688,147761,484,590689,40215.754,14,FALSE,TRUE,0.53279406,0.037185125,0.004889206,36,36,32,32,37,37,33,33,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/12/2016","cluster","Downstream Metal Products",12,"downstream_metal_products",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",5269,4764,52126,133,219745,46126.156,12,FALSE,TRUE,1.3594376,0.012691309,0.012474933,32,32,38,38,17,17,33,33,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/11/2016","cluster","Downstream Chemical Products",11,"downstream_chemical_products",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",2798,2258,33891,50,136885,60622.23,11,FALSE,TRUE,1.2324991,0.006739473,0.011310077,27,27,22,22,20,20,32,32,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/10/2016","cluster","Distribution and Electronic Commerce",10,"distribution_and_electronic_commerce",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",55478,54973,760230,3714,3132538,56983.21,60,FALSE,TRUE,1.0434654,0.13362847,0.009575401,31,31,30,30,13,13,32,32,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/9/2016","cluster","Construction Products and Services",9,"construction_products_and_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",10533,9748,129148,286,546181,56030.06,18,FALSE,TRUE,1.3873212,0.025370575,0.012730809,27,27,40,40,9,9,33,33,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/8/2016","cluster","Communications Equipment and Services",8,"communications_equipment_and_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",9253,9163,144212,284,695135,75863.26,7,FALSE,TRUE,2.3172219,0.022287471,0.021264078,16,16,13,13,1,1,27,27,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/20/7/2016","cluster","Coal Mining",7,"coal_mining",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",10,0,0,2,0,0,1,FALSE,TRUE,0.018353438,2.408675e-05,0.00016842106,35,35,NA,NA,31,31,31,31,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/6/2016","cluster","Business Services",6,"business_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",81360,81360,1536390,3835,5956342,73209.71,33,FALSE,TRUE,0.72933173,0.1959698,0.0066927415,34,34,25,25,33,33,32,32,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/20/5/2016","cluster","Biopharmaceuticals",5,"biopharmaceuticals",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",3949,3199,62041,28,238681,74611.125,4,FALSE,TRUE,1.7403648,0.009511858,0.015970526,14,14,20,20,7,7,24,24,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/20/4/2016","cluster","Automotive",4,"automotive",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",7918,3608,36962,88,157046,43527.16,17,FALSE,TRUE,0.8932202,0.01907189,0.008196671,22,22,35,35,16,16,28,28,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/3/2016","cluster","Apparel",3,"apparel",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",803,618,3912,41,16265,26318.77,5,FALSE,TRUE,0.74171245,0.0019341661,0.0068063536,26,26,34,34,17,17,35,35,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/2/2016","cluster","Agricultural Inputs and Services",2,"agricultural_inputs_and_services",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",1194,1194,15841,178,62854,52641.543,9,FALSE,TRUE,1.2961023,0.002875958,0.011893733,28,28,5,5,14,14,22,22,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/20/1/2016","cluster","Aerospace Vehicles and Defense",1,"aerospace_vehicles_and_defense",2016,"state","20","Kansas","Kansas","state","kansas",TRUE,FALSE,"",38911,17661,345389,107,1302010,73722.33,4,FALSE,TRUE,8.113081,0.09372395,0.07445001,5,5,18,18,2,2,5,5,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/24/116/2016","cluster","Local Industrial Products and Services",116,"local_industrial_products_and_services",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",6263,6263,77009,608,333350,53225.293,6,FALSE,TRUE,0.6343232,0.0040387376,0.012071555,28,28,10,10,43,43,28,28,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/115/2016","cluster","Local Real Estate, Construction, and Development",115,"local_real_estate_construction_and_development",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",212666,212666,2806388,21068,12376094,58194.98,52,FALSE,TRUE,1.2297851,0.13713911,0.023403555,14,14,13,13,7,7,18,18,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/114/2016","cluster","Local Community and Civic Organizations",114,"local_community_and_civic_organizations",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",81744,81744,675884,6750,2831900,34643.52,19,FALSE,TRUE,0.9336747,0.05271317,0.017768396,21,21,4,4,33,33,23,23,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/113/2016","cluster","Local Education and Training",113,"local_education_and_training",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",37690,37690,314019,1038,1322825,35097.508,5,FALSE,TRUE,1.3039062,0.02430465,0.024814125,13,13,7,7,8,8,18,18,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/112/2016","cluster","Local Commercial Services",112,"local_commercial_services",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",167060,167060,1765651,10976,7716625,46190.74,32,FALSE,TRUE,0.96951926,0.10772977,0.01845054,16,16,8,8,15,15,17,17,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/111/2016","cluster","Local Hospitality Establishments",111,"local_hospitality_establishments",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",233214,233214,934288,12536,4252404,18233.914,12,FALSE,TRUE,0.94521385,0.15038963,0.017987993,22,22,15,15,31,31,21,21,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/110/2016","cluster","Local Entertainment and Media",110,"local_entertainment_and_media",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",21580,21580,150805,1508,628292,29114.55,12,FALSE,TRUE,0.8052072,0.013916009,0.015323581,22,22,10,10,49,49,23,23,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/109/2016","cluster","Local Retailing of Clothing and General Merchandise",109,"local_retailing_of_clothing_and_general_merchandise",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",89430,89430,419350,3903,1761978,19702.314,15,FALSE,TRUE,0.9563161,0.05766954,0.018199274,21,21,25,25,34,34,21,21,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/108/2016","cluster","Local Motor Vehicle Products and Services",108,"local_motor_vehicle_products_and_services",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",79254,79254,736254,6930,3243347,40923.45,25,FALSE,TRUE,0.9412074,0.051107477,0.017911747,21,21,10,10,40,40,24,24,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/107/2016","cluster","Local Financial Services",107,"local_financial_services",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",42131,42131,741994,4696,2683648,63697.703,6,FALSE,TRUE,0.72398686,0.02716846,0.013777909,26,26,10,10,50,50,22,22,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/106/2016","cluster","Local Household Goods and Services",106,"local_household_goods_and_services",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",35534,35534,254056,4045,1269251,35719.34,15,FALSE,TRUE,1.1119578,0.02291434,0.02116123,17,17,16,16,14,14,21,21,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/105/2016","cluster","Local Logistical Services",105,"local_logistical_services",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",43155,43155,415759,2702,1787523,41420.992,14,FALSE,TRUE,0.98121524,0.027828794,0.01867312,18,18,26,26,25,25,21,21,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/104/2016","cluster","Local Utilities",104,"local_utilities",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",25225,25225,666525,1150,2129177,84407.414,8,FALSE,TRUE,0.94903713,0.016266512,0.018060751,18,18,10,10,32,32,20,20,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/103/2016","cluster","Local Health Services",103,"local_health_services",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",328064,326314,4052941,15156,17442887,53454.3,35,FALSE,TRUE,0.98937625,0.21155429,0.01882843,20,20,10,10,31,31,18,18,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/102/2016","cluster","Local Personal Services (Non-Medical)",102,"local_personal_services_non_medical",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",58938,58928,345719,6692,1543951,26200.635,22,FALSE,TRUE,1.1173503,0.038006566,0.021263853,15,15,9,9,10,10,19,19,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/101/2016","cluster","Local Food and Beverage Processing and Distribution",101,"local_food_and_beverage_processing_and_distribution",2016,"state","24","Maryland","Maryland","state","maryland",FALSE,FALSE,"",88784,88784,666248,4982,2759424,31080.195,22,FALSE,TRUE,1.0714407,0.057252962,0.020390166,15,15,7,7,13,13,15,15,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/24/51/2016","cluster","Wood Products",51,"wood_products",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",2581,2136,20233,103,91900,43024.344,11,FALSE,TRUE,0.4356781,0.0035317075,0.0070376256,32,32,19,19,40,40,37,37,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/50/2016","cluster","Water Transportation",50,"water_transportation",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",5160,3390,39532,115,171642,50631.86,11,FALSE,TRUE,1.0692372,0.007060678,0.017271677,16,16,24,24,16,16,13,13,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/24/49/2016","cluster","Vulcanized and Fired Materials",49,"vulcanized_and_fired_materials",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",1344,989,10646,57,47756,48287.16,9,FALSE,TRUE,0.33587506,0.0018390603,0.00542548,35,35,18,18,39,39,27,27,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/48/2016","cluster","Video Production and Distribution",48,"video_production_and_distribution",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",1404,1384,23866,224,97017,70098.99,5,FALSE,TRUE,0.31704202,0.0019211612,0.005121265,15,15,8,8,11,11,16,16,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/24/47/2016","cluster","Upstream Metal Manufacturing",47,"upstream_metal_manufacturing",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",1191,666,8571,40,41065,61659.16,16,FALSE,TRUE,0.19221507,0.001629703,0.0031049019,36,36,13,13,47,47,33,33,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/46/2016","cluster","Upstream Chemical Products",46,"upstream_chemical_products",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",1360,1170,25132,29,95300,81452.99,6,FALSE,TRUE,0.4861336,0.0018609539,0.007852647,31,31,22,22,34,34,32,32,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/45/2016","cluster","Transportation and Logistics",45,"transportation_and_logistics",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",15100,11290,134133,813,573240,50774.137,17,FALSE,TRUE,0.53642136,0.020662062,0.008664959,32,32,25,25,44,44,33,33,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/44/2016","cluster","Trailers, Motor Homes, and Appliances",44,"trailers_motor_homes_and_appliances",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",233,113,682,7,3434,30389.38,3,FALSE,TRUE,0.103113376,0.0003188252,0.0016656182,36,36,34,34,39,39,37,37,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/43/2016","cluster","Tobacco",43,"tobacco",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",60,0,0,2,0,0,1,FALSE,TRUE,0.27999535,8.210091e-05,0.0045228405,14,14,NA,NA,15,15,13,13,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/24/42/2016","cluster","Textile Manufacturing",42,"textile_manufacturing",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",984,394,3376,41,15165,38489.848,9,FALSE,TRUE,0.32602146,0.0013464548,0.0052663125,29,29,18,18,27,27,30,30,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/41/2016","cluster","Recreational and Small Electric Goods",41,"recreational_and_small_electric_goods",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",1545,775,7506,68,33377,43067.098,8,FALSE,TRUE,0.6315328,0.0021140983,0.010201319,28,28,27,27,33,33,30,30,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/24/40/2016","cluster","Production Technology and Heavy Machinery",40,"production_technology_and_heavy_machinery",2016,"state","24","Maryland","Maryland","state","maryland",TRUE,FALSE,"",6816,3501,45396,114,198871,56804.055,26,FALSE,TRUE,0.44312465,0.009326663,0.007157912,37,37,24,24,42,42,34,34,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
