"id","type_t","cluster_name_t","cluster_code_t","key_t","year_t","region_type_t","region_code_t","region_name_t","region_short_name_t","region_area_type_t","region_key_t","traded_b","subcluster_b","empflag_t","emp_tl","emp_reported_tl","qp1_tl","est_tl","ap_tl","private_wage_tf","rec_count_tl","supression_b","naics_b","lq_tf","region_emp_per_tf","cluster_emp_per_tf","emp_tl_rank_i","emp_tl_per_rank_i","private_wage_tf_rank_i","private_wage_tf_per_rank_i","lq_tf_rank_i","lq_tf_per_rank_i","est_tl_rank_i","est_tl_per_rank_i","timestamp","qualifying_b","significant_b","strong_b","strong10_b","cluster_type"
"cluster/state/39/40/2016","cluster","Production Technology and Heavy Machinery",40,"production_technology_and_heavy_machinery",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",62407,62407,914342,985,3718448,59583.83,35,FALSE,TRUE,1.7201854,0.036205593,0.065537535,3,3,19,19,10,10,4,4,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/39/39/2016","cluster","Printing Services",39,"printing_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",23548,23548,254912,1108,1053811,44751.613,5,FALSE,TRUE,1.3145717,0.013661437,0.050084013,6,6,19,19,10,10,6,6,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/39/38/2016","cluster","Plastics",38,"plastics",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",55710,55710,633491,780,2686838,48229.008,13,FALSE,TRUE,2.0870166,0.03232031,0.07951347,1,1,26,26,4,4,2,2,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/39/37/2016","cluster","Performing Arts",37,"performing_arts",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",8108,8108,59017,722,260589,32139.738,8,FALSE,TRUE,0.5784717,0.0047038784,0.022039257,12,12,18,18,38,38,15,15,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/36/2016","cluster","Paper and Packaging",36,"paper_and_packaging",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",18604,18544,274027,285,1130735,60975.79,10,FALSE,TRUE,1.401312,0.010793162,0.053388737,4,4,16,16,13,13,2,2,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/39/35/2016","cluster","Oil and Gas Production and Transportation",35,"oil_and_gas_production_and_transportation",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",9530,8395,190493,576,719398,85693.625,12,FALSE,TRUE,0.43826726,0.0055288556,0.016697591,12,12,23,23,18,18,10,10,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/34/2016","cluster","Nonmetal Mining",34,"nonmetal_mining",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",2884,2324,23429,218,130705,56241.395,11,FALSE,TRUE,0.90987813,0.0016731605,0.034665544,8,8,35,35,32,32,5,5,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/33/2016","cluster","Music and Sound Recording",33,"music_and_sound_recording",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",179,159,1518,44,5976,37584.906,5,FALSE,TRUE,0.20480701,0.00010384734,0.007802964,21,21,26,26,40,40,18,18,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/32/2016","cluster","Metalworking Technology",32,"metalworking_technology",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",50363,50363,651870,1621,2738381,54372.87,14,FALSE,TRUE,2.7635212,0.029218232,0.10528769,2,2,11,11,2,2,3,3,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/39/31/2016","cluster","Metal Mining",31,"metal_mining",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",10,0,0,3,0,0,1,FALSE,TRUE,0.006366231,5.8015275e-06,0.00024254771,43,43,NA,NA,43,43,26,26,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/30/2016","cluster","Medical Devices",30,"medical_devices",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",8742,8742,120838,166,493184,56415.465,5,FALSE,TRUE,0.9041389,0.0050716954,0.034446888,10,10,26,26,21,21,9,9,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/29/2016","cluster","Marketing, Design, and Publishing",29,"marketing_design_and_publishing",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",44849,44849,773304,3251,3214447,71672.66,22,FALSE,TRUE,0.8680901,0.02601927,0.03307346,8,8,10,10,16,16,12,12,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/28/2016","cluster","Livestock Processing",28,"livestock_processing",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",11122,11122,98205,158,409264,36797.7,5,FALSE,TRUE,0.58044547,0.006452459,0.022114454,18,18,22,22,28,28,9,9,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/27/2016","cluster","Lighting and Electrical Equipment",27,"lighting_and_electrical_equipment",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",12698,12698,173329,259,696452,54847.38,14,FALSE,TRUE,1.1529646,0.0073667797,0.043926924,7,7,24,24,16,16,7,7,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/26/2016","cluster","Leather and Related Products",26,"leather_and_related_products",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",1800,1740,14047,92,58802,33794.254,3,FALSE,TRUE,1.5151919,0.0010442749,0.057727464,5,5,34,34,15,15,5,5,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/25/2016","cluster","Jewelry and Precious Metals",25,"jewelry_and_precious_metals",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",296,296,3291,44,14058,47493.242,1,FALSE,TRUE,0.31740862,0.00017172522,0.012092985,14,14,7,7,25,25,12,12,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/24/2016","cluster","Insurance Services",24,"insurance_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",84790,84790,1921359,2114,6621043,78087.55,8,FALSE,TRUE,1.3485022,0.04919115,0.05137673,7,7,26,26,9,9,5,5,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/39/23/2016","cluster","Information Technology and Analytical Instruments",23,"information_technology_and_analytical_instruments",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",29692,27122,518860,618,2032201,74928.14,23,FALSE,TRUE,0.6814437,0.017225895,0.025962397,11,11,40,40,26,26,9,9,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/22/2016","cluster","Hospitality and Tourism",22,"hospitality_and_tourism",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",70359,61099,461251,3613,2364441,38698.523,31,FALSE,TRUE,0.5727429,0.040818967,0.021820994,12,12,12,12,49,49,9,9,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/21/2016","cluster","Furniture",21,"furniture",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",11990,11615,111577,523,483819,41654.67,11,FALSE,TRUE,0.91905755,0.0069560315,0.035015274,10,10,15,15,21,21,7,7,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/20/2016","cluster","Forestry",20,"forestry",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",364,354,2491,87,11298,31915.254,4,FALSE,TRUE,0.14173436,0.0002111756,0.0053999526,25,25,37,37,39,39,28,28,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/19/2016","cluster","Footwear",19,"footwear",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",95,85,846,7,3937,46317.65,2,FALSE,TRUE,0.1670125,5.511451e-05,0.0063630273,23,23,3,3,37,37,18,18,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/18/2016","cluster","Food Processing and Manufacturing",18,"food_processing_and_manufacturing",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",51470,48455,521725,855,2201030,45424.207,42,FALSE,TRUE,1.2993742,0.029860461,0.049505,6,6,30,30,17,17,9,9,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/17/2016","cluster","Fishing and Fishing Products",17,"fishing_and_fishing_products",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",27,7,16,7,312,44571.43,3,FALSE,TRUE,0.019677302,1.5664124e-05,0.0007496876,34,34,16,16,42,42,29,29,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/16/2016","cluster","Financial Services",16,"financial_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",57963,56133,1474188,5748,4999913,89072.61,25,FALSE,TRUE,0.7758887,0.033627395,0.029560667,9,9,29,29,25,25,8,8,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/15/2016","cluster","Environmental Services",15,"environmental_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",3271,3271,41002,228,165486,50591.867,7,FALSE,TRUE,0.9732806,0.0018976796,0.037081122,7,7,25,25,23,23,6,6,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/14/2016","cluster","Electric Power Generation and Transmission",14,"electric_power_generation_and_transmission",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",6176,3486,110845,116,347486,99680.44,8,FALSE,TRUE,1.0885642,0.0035830233,0.041473325,8,8,27,27,28,28,6,6,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/13/2016","cluster","Education and Knowledge Creation",13,"education_and_knowledge_creation",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",94328,94318,922188,1784,3712991,39366.727,15,FALSE,TRUE,0.784103,0.05472465,0.029873624,8,8,34,34,25,25,15,15,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/12/2016","cluster","Downstream Metal Products",12,"downstream_metal_products",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",24640,24580,300759,682,1261531,51323.473,13,FALSE,TRUE,1.5312141,0.014294963,0.05833789,3,3,20,20,12,12,5,5,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/39/11/2016","cluster","Downstream Chemical Products",11,"downstream_chemical_products",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",21950,21575,382103,381,1521206,70507.81,12,FALSE,TRUE,2.3288288,0.012734353,0.088726304,1,1,8,8,2,2,3,3,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/39/10/2016","cluster","Distribution and Electronic Commerce",10,"distribution_and_electronic_commerce",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",233168,233168,3307487,12307,13515367,57964.074,62,FALSE,TRUE,1.0563074,0.13527305,0.04024437,8,8,26,26,12,12,8,8,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/39/9/2016","cluster","Construction Products and Services",9,"construction_products_and_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",28445,28445,421132,943,1825962,64192.723,20,FALSE,TRUE,0.90239155,0.016502446,0.034380313,6,6,28,28,28,28,7,7,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/8/2016","cluster","Communications Equipment and Services",8,"communications_equipment_and_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",8909,8899,158581,816,574909,64603.777,8,FALSE,TRUE,0.53737587,0.005168581,0.020473542,17,17,21,21,42,42,7,7,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/7/2016","cluster","Coal Mining",7,"coal_mining",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",2659,2649,48726,70,168414,63576.445,4,FALSE,TRUE,1.1754385,0.0015426262,0.044783156,8,8,16,16,14,14,5,5,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/6/2016","cluster","Business Services",6,"business_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",384811,384811,7497055,13352,29063753,75527.34,33,FALSE,TRUE,0.8308561,0.22324915,0.031654876,10,10,23,23,27,27,13,13,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/5/2016","cluster","Biopharmaceuticals",5,"biopharmaceuticals",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",3751,3751,81121,49,209788,55928.55,4,FALSE,TRUE,0.39816615,0.002176153,0.015169775,17,17,34,34,37,37,16,16,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/4/2016","cluster","Automotive",4,"automotive",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",113124,104874,1674958,709,6243344,59531.855,21,FALSE,TRUE,3.073703,0.0656292,0.11710535,2,2,3,3,5,5,3,3,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/39/3/2016","cluster","Apparel",3,"apparel",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",2509,2509,18503,163,75099,29931.846,6,FALSE,TRUE,0.55819356,0.0014556033,0.021266676,11,11,15,15,23,23,10,10,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/39/2/2016","cluster","Agricultural Inputs and Services",2,"agricultural_inputs_and_services",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",1982,1972,24007,209,98366,49881.34,8,FALSE,TRUE,0.51820636,0.0011498628,0.019743199,14,14,8,8,38,38,16,16,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/39/1/2016","cluster","Aerospace Vehicles and Defense",1,"aerospace_vehicles_and_defense",2016,"state","39","Ohio","Ohio","state","ohio",TRUE,FALSE,"",11425,11305,220354,91,931283,82377.98,6,FALSE,TRUE,0.5737646,0.006628245,0.02185992,11,11,13,13,24,24,8,8,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/116/2016","cluster","Local Industrial Products and Services",116,"local_industrial_products_and_services",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",6456,6456,68042,645,296219,45882.746,6,FALSE,TRUE,0.98580253,0.0062766084,0.01244355,27,27,31,31,27,27,27,27,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/115/2016","cluster","Local Real Estate, Construction, and Development",115,"local_real_estate_construction_and_development",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",128589,128589,1468301,19038,6666980,51847.203,52,FALSE,TRUE,1.1210713,0.12501591,0.014151015,24,24,24,24,12,12,22,22,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/114/2016","cluster","Local Community and Civic Organizations",114,"local_community_and_civic_organizations",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",54678,54678,350497,5828,1474261,26962.6,19,FALSE,TRUE,0.9415656,0.05315867,0.011885158,28,28,15,15,32,32,25,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/113/2016","cluster","Local Education and Training",113,"local_education_and_training",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",19298,19298,113761,878,474056,24565.033,5,FALSE,TRUE,1.0065393,0.018761769,0.012705306,25,25,34,34,21,21,22,22,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/112/2016","cluster","Local Commercial Services",112,"local_commercial_services",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",90444,90444,824786,8257,3674359,40625.79,32,FALSE,TRUE,0.7913379,0.08793085,0.00998887,27,27,25,25,34,34,24,24,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/111/2016","cluster","Local Hospitality Establishments",111,"local_hospitality_establishments",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",167044,167044,682039,11128,3043256,18218.29,12,FALSE,TRUE,1.0207152,0.16240238,0.012884244,27,27,16,16,18,18,23,23,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/110/2016","cluster","Local Entertainment and Media",110,"local_entertainment_and_media",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",20345,20345,133771,1611,563576,27700.959,12,FALSE,TRUE,1.1444904,0.019779677,0.014446629,23,23,17,17,12,12,22,22,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/109/2016","cluster","Local Retailing of Clothing and General Merchandise",109,"local_retailing_of_clothing_and_general_merchandise",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",64048,64048,378672,2600,1525472,23817.637,15,FALSE,TRUE,1.0325761,0.06226831,0.013033961,28,28,4,4,24,24,29,29,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/108/2016","cluster","Local Motor Vehicle Products and Services",108,"local_motor_vehicle_products_and_services",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",56033,56033,516957,5334,2205573,39362.035,25,FALSE,TRUE,1.0032433,0.05447602,0.012663701,29,29,15,15,34,34,29,29,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/107/2016","cluster","Local Financial Services",107,"local_financial_services",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",35177,35177,539930,3785,1980373,56297.383,6,FALSE,TRUE,0.9113517,0.034199543,0.011503774,30,30,25,25,37,37,30,30,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/106/2016","cluster","Local Household Goods and Services",106,"local_household_goods_and_services",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",24842,24842,175136,3615,812856,32721.037,15,FALSE,TRUE,1.1720037,0.02415172,0.014793923,25,25,29,29,7,7,24,24,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/105/2016","cluster","Local Logistical Services",105,"local_logistical_services",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",30735,30725,294899,2001,1284875,41818.55,15,FALSE,TRUE,1.053573,0.029880973,0.013299,26,26,23,23,14,14,25,25,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/104/2016","cluster","Local Utilities",104,"local_utilities",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",17239,17239,315537,819,1241742,72030.98,8,FALSE,TRUE,0.9778277,0.016759982,0.012342886,28,28,31,31,29,29,29,29,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/103/2016","cluster","Local Health Services",103,"local_health_services",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",215829,211904,2678504,11574,11535377,54436.805,35,FALSE,TRUE,0.9813207,0.2098318,0.012386977,27,27,8,8,35,35,23,23,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/102/2016","cluster","Local Personal Services (Non-Medical)",102,"local_personal_services_non_medical",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",35587,35587,218036,4938,936019,26302.273,22,FALSE,TRUE,1.0171467,0.03459815,0.0128392,24,24,7,7,17,17,24,24,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/101/2016","cluster","Local Food and Beverage Processing and Distribution",101,"local_food_and_beverage_processing_and_distribution",2016,"state","41","Oregon","Oregon","state","oregon",FALSE,FALSE,"",62237,62237,432884,3655,1818406,29217.443,22,FALSE,TRUE,1.132349,0.060507633,0.014293372,24,24,15,15,8,8,20,20,"2018-10-01T03:23:00.952Z",NA,NA,NA,NA,"local"
"cluster/state/41/51/2016","cluster","Wood Products",51,"wood_products",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",21522,21522,235617,412,1015730,47194.965,13,FALSE,TRUE,5.046156,0.040905308,0.058684148,1,1,8,8,1,1,15,15,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,TRUE,"traded"
"cluster/state/41/50/2016","cluster","Water Transportation",50,"water_transportation",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",3930,1935,35883,80,141233,72988.63,10,FALSE,TRUE,1.1311423,0.0074694664,0.013154591,19,19,9,9,14,14,19,19,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/49/2016","cluster","Vulcanized and Fired Materials",49,"vulcanized_and_fired_materials",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",2997,2812,28415,117,125940,44786.63,11,FALSE,TRUE,1.0403166,0.0056961807,0.012098337,27,27,27,27,20,20,14,14,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/48/2016","cluster","Video Production and Distribution",48,"video_production_and_distribution",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",1420,1410,21007,208,87902,62341.844,5,FALSE,TRUE,0.44538787,0.002698891,0.0051796273,13,13,12,12,6,6,18,18,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/47/2016","cluster","Upstream Metal Manufacturing",47,"upstream_metal_manufacturing",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",4550,1055,13428,52,55479,52586.73,12,FALSE,TRUE,1.0199699,0.008647855,0.0118617155,27,27,33,33,18,18,30,30,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/46/2016","cluster","Upstream Chemical Products",46,"upstream_chemical_products",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",798,558,9977,45,43412,77799.28,7,FALSE,TRUE,0.396205,0.0015167008,0.0046076565,37,37,26,26,37,37,24,24,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/41/45/2016","cluster","Transportation and Logistics",45,"transportation_and_logistics",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",21431,21046,267835,1305,1076685,51158.652,16,FALSE,TRUE,1.0574794,0.04073235,0.01229793,28,28,24,24,20,20,20,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/44/2016","cluster","Trailers, Motor Homes, and Appliances",44,"trailers_motor_homes_and_appliances",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",2722,2537,28723,44,115502,45527,4,FALSE,TRUE,1.6731987,0.005173508,0.019458424,15,15,5,5,11,11,12,12,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/41/43/2016","cluster","Tobacco",43,"tobacco",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",10,0,0,1,0,0,1,FALSE,TRUE,0.064818636,1.9006276e-05,0.00075380673,19,19,NA,NA,20,20,25,25,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/41/42/2016","cluster","Textile Manufacturing",42,"textile_manufacturing",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",575,425,2962,45,11778,27712.941,8,FALSE,TRUE,0.26461792,0.0010928608,0.0030773678,34,34,39,39,38,38,28,28,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/41/41/2016","cluster","Recreational and Small Electric Goods",41,"recreational_and_small_electric_goods",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",2882,2497,24942,189,107465,43037.645,8,FALSE,TRUE,1.6362953,0.0054776086,0.019029258,22,22,28,28,7,7,13,13,"2018-10-01T03:23:00.952Z",TRUE,TRUE,TRUE,FALSE,"traded"
"cluster/state/41/40/2016","cluster","Production Technology and Heavy Machinery",40,"production_technology_and_heavy_machinery",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",10580,7770,108835,265,437534,56310.684,32,FALSE,TRUE,0.95539355,0.02010864,0.011110726,28,28,26,26,23,23,22,22,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/39/2016","cluster","Printing Services",39,"printing_services",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",5527,5527,56959,389,243320,44023.883,6,FALSE,TRUE,1.0108213,0.010504768,0.011755322,26,26,24,24,21,21,22,22,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/38/2016","cluster","Plastics",38,"plastics",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",5636,5071,65043,151,262581,51780.91,13,FALSE,TRUE,0.691701,0.010711937,0.00804412,32,32,12,12,35,35,23,23,"2018-10-01T03:23:00.952Z",TRUE,FALSE,FALSE,FALSE,"traded"
"cluster/state/41/37/2016","cluster","Performing Arts",37,"performing_arts",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",4155,4155,25201,551,117282,28226.715,8,FALSE,TRUE,0.9711674,0.007897108,0.0112941675,25,25,28,28,13,13,20,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/36/2016","cluster","Paper and Packaging",36,"paper_and_packaging",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",4111,3046,51603,44,211325,69377.875,10,FALSE,TRUE,1.0144501,0.00781348,0.011797522,27,27,7,7,22,22,27,27,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
"cluster/state/41/35/2016","cluster","Oil and Gas Production and Transportation",35,"oil_and_gas_production_and_transportation",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",294,264,5165,30,19426,73583.336,8,FALSE,TRUE,0.044294327,0.0005587845,0.0005151198,43,43,39,39,43,43,44,44,"2018-10-01T03:23:00.952Z",FALSE,FALSE,FALSE,FALSE,"traded"
"cluster/state/41/34/2016","cluster","Nonmetal Mining",34,"nonmetal_mining",2016,"state","41","Oregon","Oregon","state","oregon",TRUE,FALSE,"",1366,1286,15913,120,72824,56628.305,9,FALSE,TRUE,1.4118656,0.0025962573,0.016419256,28,28,33,33,20,20,20,20,"2018-10-01T03:23:00.952Z",TRUE,TRUE,FALSE,FALSE,"traded"
